smiles	CYP3A4	hERG_pIC50
CCN(CC)CCOc1ccc2Nc3nccc(n3)c4cccc(COCC=CCOCc1c2)c4	5.55	*
CCN(CC)CCOCCC1=CCC2CC1C2(C)C	*	5.23
CCN(CC)CCOCCOC(=O)C1(CCCC1)c2ccccc2	5.4	*
CCN(CC)CCOCCOC(=O)C1(CCCC1)c2ccccc2.OC(=O)CC(O)(CC(=O)O)C(=O)O	4.6	*
CCN(CC)CCSc1nc(c2cc(OC)c(cc2Cl)C#N)c3c(c[nH]c3n1)C#N	*	5.97
CCN(CC)CCSc1nc(c2cc(OC)c(Cl)cc2Cl)c3c(c[nH]c3n1)C#N	*	5.85
CCN(CC)S(=O)(=O)c1cc(ccc1C)C2=NN(C)C(=O)c3ccccc23	4.7	*
CCN(CC)S(=O)(=O)c1cc(ccc1Cl)C(=O)Nc2ccncc2	6	*
CCN(CC)S(=O)(=O)c1cc(ccc1OC)C(=O)Nc2ccccc2C(=O)O	4.9	*
CCN(CC)S(=O)(=O)c1ccc(c(NC(=O)c2cnc(nc2)c3ccccc3)c1)n4ccnc4	4.7	*
CCN(CC)S(=O)(=O)c1ccc(OC)c(NC(=O)c2cc(ccc2Cl)[N+](=O)[O-])c1	4.9	*
CCN(CC)S(=O)(=O)c1ccc(OC)c(NC(=O)CSc2ccccc2)c1	4.5	*
CCN(CC)S(=O)(=O)c1ccc2c(c1)nc(CCC(=O)Nc3cccc(c3)C(F)(F)F)n2CC	4.9	*
CCN(CC)S(=O)(=O)c1ccc2c(c1)nc(SCC(=O)N3CCOCC3)n2c4ccccc4OC	5.4	*
CCN(CC)S(=O)(=O)c1ccc2SC(=O)c3cccc1c23	4.75	*
CCN(CC)S(=O)(=O)c1cccc(c1)C(=O)N[C@@H](C(C)C)C(=O)OCC(=O)NC(=O)NC	4.85	*
CCN(CC)S(=O)(=O)N1CCC(CC1)C(=O)NC2CCCC2	4.8	*
CCN(CC)S(=O)(=O)N1CCC(CC1)C(=O)NCc2ccc(C)cc2	4.95	*
CCN(Cc1c[nH]cn1)c2ccc(cc2)c3nc4ccccc4s3	5.4	*
CCN(Cc1c[nH]cn1)c2ccc(cc2F)c3ccc(F)cc3	5.4	*
CCN(Cc1cc(ccc1c2cc(CC(=O)O)ccc2OC)C(F)(F)F)C(=O)OCc3ccc(Cl)cc3	4.68	*
CCN(Cc1cc(ccc1c2cc(CC(=O)O)ccc2OC)C(F)(F)F)C(=O)OCc3ccccc3	4.75	*
CCN(Cc1cccc(OCc2noc(n2)c3ccccc3F)c1)C4CCN(C4)C5CC(C)C(C)C5	*	6.65
CCN(Cc1cccnc1)c2cc(F)cc(c2)c3nc4ccccc4s3	6.11	*
CCN(Cc1cccnc1)c2ccc(cc2F)c3ccc(F)cc3	6	*
CCN(Cc1cccnc1)c2cccc(c2)c3nc4ccccc4s3	6	*
CCN(Cc1cccnc1)c2cncc(c2)c3nc4ccccc4s3	6.1	*
CCN(Cc1ccncc1)C(=O)[C@@H](CO)c2ccccc2	5.3	*
CCN(Cc1cnc[nH]1)c2cc(F)cc(c2)c3nc4ccccc4s3	6.24	*
CCN(CCc1c[nH]c2ccccc12)Cc3ccc(\C=C\C(=O)NO)cc3	*	5.23
CCN(CCc1ccc(Cl)c(Cl)c1)C[C@H](O)COc2ccc(NS(=O)(=O)C)cc2	*	6.77
CCN(CCc1ccccc1)C(=O)c2ccccc2c3ccc(CN4C[C@@H](C)N[C@@H](C)C4)cc3	5.82	*
CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)[C@@H](C)Cc2ccc(OC)cc2	6.1	*
CCN(CCCNC(=O)C1CCN(CC1)S(=O)(=O)CC)c2cccc(C)c2	4.95	*
CCN(CCCNC(=O)CC(C(=O)N1CCc2ccccc12)n3ccnc3)c4ccccc4	6.1	*
CCN(CCO)C(=O)c1cc2cccnn2c1c3cccc(c3)C(F)(F)F	*	4.63
CCN(CCO)Cc1csc(n1)c2cn(CC3CCOCC3)c4c(Cl)cccc24	*	6.1
CCN(CCOc1ccc(cc1)[N+](=O)[O-])CCc2ccc(cc2)[N+](=O)[O-]	*	8.38
CCN[C@@H](CC(C)C)c1cccc(F)c1N2CCN(CC2)C(=O)[C@@H](Cc3ccc(Cl)cc3Cl)N4CCCC4=O	6.19	*
CCN[C@H]1CCN(CC(=O)Nc2cc(nc(n2)c3oc(C)cc3)n4nc(C)cc4C)C1	*	6.38
CCN\C(=N/S(=O)(=O)c1cccc(Cl)c1)\N2CC3(CCNCC3)C=N2	*	5.1
CCN=C(Nc1cccc(F)c1)SC2CC(=O)N(C2=O)c3ccc(OC)cc3	5.2	*
CCN=C(S)N1CCC(CC1)NC(=O)C2CCCCC2	4.85	*
CCN=C(S)NNC(=O)C1=CC=CN(Cc2ccc(Cl)cc2Cl)C1=O	4.85	*
CCN=C(S)NNC(=O)c1csc2ccccc12	4.6	*
CCN=C(S)NNC(=O)CCn1c2ccccc2c3ccccc13	5.35	*
CCN=C1C=CC(=CC(=C1O)C(=O)\C=C\c2ccc3OCOc3c2)Br	4.75	*
CCN1\C(=C\C(=O)C)\Sc2ccc(OC)cc12	4.6	*
CCN1C(=C(C(N2C(=O)[C@@](O)(C(C(=C12)C(=O)C)c3ccccc3)C(=O)OC)c4ccccc4)C(=O)OC)C	5.4	*
CCN1C(=C(C(N2C(=O)[C@@](O)(C(C(=C12)C(=O)c3ccccc3)c4ccccc4)C(=O)OC)c5ccccc5)C(=O)OC)C	5.5	*
CCN1C(=C(C(N2C(=O)[C@@](O)(CC(=C12)C#N)C(=O)OC)c3ccccc3)C(=O)OC)C	5.4	*
CCN1C(=C(C(N2C(=O)[C@@]3(O[C@@]12C4C3CCCC4=O)C(=O)OC)c5ccccc5)C(=O)OC)C	5.4	*
CCN1C(=C(C(N2C(=O)[C@@]3(O[C@@]12C4C3CCOC4=O)C(=O)CC)c5ccccc5)C(=O)OC)C	5.3	*
CCN1C(=CC(=CC1=O)c2ccc(cc2)[C@H](C)N3CC[C@@](CC(C)(C)O)(OC3=O)c4ccccc4)C	4.39	*
CCN1C(=N)C(=CC2=C1N=C3C=CC=CN3C2=O)S(=O)(=O)c4ccc(F)cc4	5	*
CCN1C(=O)[C@@H]2C[C@H]3[C@@H]4[C@H]([C@@H](C)C5=C3[C@@H]([C@@H]2C1=O)[C@]6(C)N(C(=O)O/C/6=N\CC7CC7)C5=O)C(=O)N(CC)C4=O	4.8	*
CCN1C(=O)[C@@H]2CCC3=C(CC)C(=O)N4C(=O)N(CC(=O)OC)C(=O)[C@]4(C)[C@@H]3[C@@H]2C1=O	5.1	*
CCN1C(=O)[C@@H]2CCC3=C(CC)C(=O)N4C(=O)N(CC5CC5)C(=O)[C@]4(Cc6ccccc6)[C@@H]3[C@@H]2C1=O	5.6	*
CCN1C(=O)[C@@H]2CCC3=C(CC)C(=O)N4C(=O)N(Cc5ccccc5)C(=O)[C@]4(Cc6ccccc6)[C@@H]3[C@@H]2C1=O	5.4	*
CCN1C(=O)[C@@H]2CCC3=C(CC)C(=O)N4C(=O)N(CCOC)C(=O)[C@]4(Cc5ccccc5)[C@@H]3[C@@H]2C1=O	4.8	*
CCN1C(=O)[C@@H]2CCC3=C(CC)C(=O)N4C(=O)O\C(=N/CC(=O)OC)\[C@]4(C)[C@@H]3[C@@H]2C1=O	4.8	*
CCN1C(=O)[C@@H]2CCC3=C(CC)C(=O)N4C(=O)O\C(=N/CC5CC5)\[C@]4(Cc6ccccc6)[C@@H]3[C@@H]2C1=O	5.6	*
CCN1C(=O)[C@@H]2CCC3=C(CC)C(=O)N4C(=O)O\C(=N/Cc5ccccc5)\[C@]4(Cc6ccccc6)[C@@H]3[C@@H]2C1=O	5.5	*
CCN1C(=O)[C@@H]2CCC3=C(CC)C(=O)N4C(=O)O\C(=N/CCc5c[nH]c6ccccc56)\[C@]4(C)[C@@H]3[C@@H]2C1=O	5.4	*
CCN1C(=O)[C@@H]2CCC3=C(CC)C(=O)N4C(=O)O\C(=N/CCOC)\[C@]4(Cc5ccccc5)[C@@H]3[C@@H]2C1=O	5	*
CCN1C(=O)[C@H]2CC[C@@H]3[C@H]([C@H](O)[C@H](O)C/C/3=N/O[C@@H](C)c4cn(nn4)[C@H](CO)Cc5ccccc5)[C@@H]2C1=O	5.3	*
CCN1C(=O)[C@H]2CC[C@@H]3[C@H]([C@H](O)[C@H](O)C/C/3=N/O[C@@H](C)c4onc(c4)c5c(C)cc(C)cc5C)[C@@H]2C1=O	5.4	*
CCN1C(=O)[C@H]2CC[C@@H]3[C@H]([C@H](O)[C@H](O)C/C/3=N/O[C@@H](C)CN4CCCc5nc(C)c(C)cc45)[C@@H]2C1=O	5.4	*
CCN1C(=O)[C@H]2CC[C@@H]3[C@H]([C@H](O)[C@H](O)C/C/3=N/O[C@@H](C)CN4CCCCc5nc(C)c(C)cc45)[C@@H]2C1=O	5.4	*
CCN1C(=O)[C@H]2CC[C@@H]3[C@H]([C@H](O)[C@H](O)C/C/3=N/OC[C@@H](C)[C@H](OCc4ccccc4)C(C)C)[C@@H]2C1=O	5.4	*
CCN1C(=O)\C(=C\2/SC(=NC2=O)N3CCCCC3)\c4ccccc14	4.85	*
CCN1C(=O)\C(=C\2/SC(=S)N(CCCOC)C2=O)\c3ccccc13	5.45	*
CCN1C(=O)C(=Cc2cnn(c12)c3ccc(F)cc3F)c4cc(ccc4C)C(=O)NC5CC5	5.8	*
CCN1C(=O)C(=Cc2nnc(c3c(F)cccc3Cl)n12)c4cc(cc(F)c4C)C(=O)NC5CC5	4.93	*
CCN1C(=O)C(CC(=O)Nc2ccc(Br)cc2)N(CCCc3ccccc3)C1=S	5.6	*
CCN1C(=O)C(CC(=O)Nc2ccc(OC)cc2)N(Cc3cccnc3)C1=S	4.95	*
CCN1C(=O)C(CC(=O)Nc2ccc(OC)cc2)N(Cc3cccs3)C1=S	5.4	*
CCN1C(=O)C(O)(CC(=O)\C=C\C=C\c2ccccc2)c3ccccc13	4.75	*
CCN1C(=O)C=C(OCC(=O)Nc2cccnc2)c3ccccc13	5.15	*
CCN1C(=O)C=C(SCC(=O)N2CCN(CC2)C(=O)c3occc3)c4ccccc14	5.15	*
CCN1C(=O)C=C(SCC(=O)Nc2cc(OC)c(OC)c(OC)c2)c3ccccc13	5.3	*
CCN1C(=O)C=C(SCC(=O)NCc2ccc3OCOc3c2)c4ccccc14	6.4	*
CCN1C(=O)C2=C(CC(C)S2)N=C1SCC(=O)Nc3ccc4OCCOc4c3	5	*
CCN1C(=O)C2=C(CC(C)S2)N=C1SCC(=O)NC3CCCCC3	4.8	*
CCN1C(=O)C2=C(CC(C)S2)N=C1SCC(=O)Nc3nc4ccc(C)cc4s3	5.3	*
CCN1C(=O)C2=C(OC(=CC2=O)O)c3ccccc13	6.2	*
CCN1C(=O)C2=C(Oc3c(Cl)cc(Cl)cc3C2=O)N=C1SCC(=O)N4CCOCC4	4.95	*
CCN1C(=O)c2cc3CCCCc3nc2N=C1SCc4ccc(Cl)cc4Cl	5.05	*
CCN1C(=O)c2cccc3c(NC(=O)c4cccc(c4)N5C(=O)CCC5=O)ccc1c23	4.65	*
CCN1C(=O)c2ccccc2N=C1c3ccc(OCCCN4CCCCC4)cc3	*	5.77
CCN1C(=O)c2nc(Cc3ccccc3)n(Cc4ccccc4)c2N5CC6(CCc7ccccc67)N=C15	*	5.64
CCN1C(=O)COc2c(CCN3CCN(CC3)c4cccc5nc(C)ccc45)cccc12	*	5.1
CCN1C(=O)N(CC)c2[nH]c(nc2C1=O)c3ccccc3	5.4	*
CCN1C(=O)N=C(c2cccc(Cl)c2)c3ccc(CC)nc13	4.5	*
CCN1C(=O)Nc2cc(Cl)c(Cl)cc12	4.9	*
CCN1C(=O)Nc2ncnc(c3ccc(NC(=O)Nc4cccc(c4)C(=O)NC(C)C)cc3)c12	4.59	*
CCN1C(=S)N(CC(=O)Nc2cc(Cl)ccc2Cl)N=C1c3ccccc3Cl	5.3	*
CCN1C(=S)N(CC(=O)Nc2ccc(OC)cc2)N=C1c3ccccc3Cl	5.3	*
CCN1C(=S)N(CC(=O)Nc2ccccc2OC)N=C1c3ccccc3Cl	4.9	*
CCN1C(=S)SC(=C1N)C(=O)NCc2cccnc2	5.05	*
CCn1c(C)c(\C=N\Nc2nc3ccccc3s2)c4ccccc14	5.05	*
CCn1c(C)c(C)c2cc(nc(NCc3c(C)cccc3C)c12)N4C=CC=CC4=O	5.54	*
CCn1c(C)cc(\C=C\2/NC(=O)N(Cc3ccc(Cl)cc3)C2=O)c1C	5.8	*
CCn1c(C)cc(\C=C\2/SC(=O)N(CC(=O)Nc3ccc(C)c(C)c3)C2=O)c1C	6	*
CCn1c(C)nc2C(=O)c3ccccc3C(=O)c12	4.7	*
CCn1c(CC(=O)Nc2ccc(C)c(Cl)c2)nnc1SCc3ccc(Cl)c(Cl)c3	5.4	*
CCn1c(CC(=O)Nc2ccc(C)cc2)nnc1SCC(=O)Nc3nc(C)cs3	5.1	*
CCn1c(CC(=O)Nc2ccc(C)cc2)nnc1SCC(=O)NCCc3ccccc3	5	*
CCn1c(cc2c1nc(Nc3cc(C)n(C)n3)c4ncn(C)c24)C(=O)N(C5CC5)C6CC6	5.52	*
CCn1c(cc2c1nc(Nc3nc(C)c(C)s3)c4ncn(C)c24)C(=O)N(C5CC5)C6CC6	5.52	*
CCn1c(Cc2ccccc2)nnc1SCC(=O)NC(C)(C)C	4.95	*
CCn1c(CCC2CCCCC2)nnc1CCC(=O)Nc3ccc(C)cc3C	4.92	*
CCn1c(CNC(=O)COc2ccc(cc2)C(C)C)nnc1SCC(=O)Nc3cc(F)ccc3C	5	*
CCn1c(COc2ccc(C)cc2)nnc1SCc3ccc(cc3)C#N	5.7	*
CCn1c(COc2ccc(OC)cc2)nc3ccccc13	5.9	*
CCn1c(COc2ccccc2)nnc1SCC(=O)c3cccc(c3)[N+](=O)[O-]	4.9	*
CCn1c(COc2ccccc2)nnc1SCC(=O)Nc3cc(OC)ccc3OC	5	*
CCn1c(CSCc2ccc(C)cc2)nnc1SCC(=O)NCc3ccccc3	5.1	*
CCn1c(nc2ccc(cc12)C(F)(F)F)[C@@H](C)NS(=O)(=O)c3cccnc3	6.08	*
CCn1c(nc2ccccc12)c3ccc(cc3)N(C)C	5	*
CCn1c(nc2ccccc12)c3nonc3NC(=O)c4ccccc4	5.5	*
CCn1c(nc2ccccc12)N3CCN(CC3)C(=O)Nc4ccc(F)cc4	4.5	*
CCn1c(NCc2cc(Br)ccc2NS(=O)(=O)c3ccc(C)cc3)nc4ccccc14	5.85	*
CCn1c(O)c(\C=N\N=C2CCCC2)c3ccc(cc13)C4=NNC(=O)CC4	5.15	*
CCn1c(S)nnc1c2ccc3ncccc3c2	5.4	*
CCn1c(S)nnc1CCNC(=O)c2ccc(Cl)cc2Cl	4.85	*
CCn1c(SCC(=O)c2ccc(OC)cc2)nnc1C3CC3	4.65	*
CCn1c(SCC(=O)c2ccc3ccccc3c2)nnc1c4cccs4	5.4	*
CCn1c(SCC(=O)c2ccccc2)nnc1c3cccs3	5.05	*
CCn1c(SCC(=O)N\N=C\C=C/c2ccccc2[N+](=O)[O-])nnc1c3ccccc3	4.9	*
CCn1c(SCC(=O)N2CCN(CC2)S(=O)(=O)c3ccccc3)nnc1c4cccs4	5.95	*
CCn1c(SCC(=O)NC(=O)NCc2occc2)nnc1c3cccs3	5.9	*
CCn1c(SCC(=O)Nc2cccc3ccccc23)nnc1C4Cc5ccccc5C4	5.4	*
CCn1c(SCC(=O)NC2CCCc3ccccc23)nnc1c4cccs4	5.55	*
CCn1c(SCC(=O)NC2CCCCC2)nnc1c3oc4c(OC)cccc4c3	5	*
CCn1c(SCC(=O)Nc2ccccc2C(=O)OC)nnc1c3ccc(N)cc3	6.2	*
CCn1c(SCC(=O)Nc2sc3CC(C)CCc3c2C(=O)N)nnc1c4occc4	5.15	*
CCn1c(SCc2c(Cl)cccc2Cl)nnc1C3=NN(C=CC3=O)c4ccccc4	4.9	*
CCn1c(SCc2ccc(C)cc2)nnc1C3=NN(C=CC3=O)c4ccccc4	5.05	*
CCn1c(SCc2ccc(C)cc2)nnc1c3cnn(c4ccccc4)c3C(F)(F)F	4.8	*
CCn1c(SCc2ccc(cc2)[N+](=O)[O-])nnc1C(C)NC(=O)c3ccccc3Br	5.25	*
CCn1c(SCc2ccc(cc2)C(=O)Nc3nccs3)nnc1c4ccc(NC(=O)C)cc4	5.95	*
CCn1c(SCc2ccc(Cl)cc2)nnc1c3cnn(c4ccccc4)c3C(F)(F)F	4.55	*
CCn1c(SCc2ccc(OC)cc2)nnc1c3ccncc3	4.55	*
CCn1c(SCc2cccc(C)c2)nnc1c3ccc(C)cc3	5.05	*
CCn1c(SCc2cccc(C)c2)nnc1c3ccccc3	5.5	*
CCn1c(SCc2cccc(Cl)c2)nnc1c3cnn(c4ccccc4)c3C(F)(F)F	4.65	*
CCn1c(SCc2nc3ccccc3[nH]2)nnc1c4ccc(OC)cc4	5.5	*
CCN1C[C@@]2(C)CC[C@@H](OC)[C@@]34C2C(O)[C@@]5(OCO[C@]56CC(OC)C7C[C@@]3(O)C6C7O)C14	4.4	*
CCN1C[C@@]2(COC(=O)c3ccccc3N4C(=O)CC(C)C4=O)CC[C@H](OC)[C@@]56C7C[C@@H]8[C@H](C[C@@](O)(C7[C@H]8OC)[C@](O)([C@@H](OC)C25)C16)OC	4.7	*
CCN1C[C@@H]2[C@@H](CN(Cc3cccc(OC(F)(F)F)c3)C(=O)c4cn(C)cn4)[C@@H]2C1	*	5.66
CCN1C[C@@H]2C[C@H](C[C@@]2(C1)C(=O)N3CCc4ncc(cc4C3)C(F)(F)F)NC5CCOCC5OC	*	4.37
CCN1C[C@@H]2CCCC[C@@]2(C1)c3ccc(Cl)c(Cl)c3	*	5.36
CCN1C[C@]2(C)CC[C@H](OC)[C@@]34[C@@H]2[C@H](OC(=O)C)[C@]5(OCO[C@@]56C[C@@H](OC)[C@@H]7C[C@@]3(O)[C@H]6[C@@H]7OC)[C@H]14	4.8	*
CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34C5C[C@@]6(O)[C@@H](OC)[C@H](O)[C@](OC(=O)C)(C([C@H](OC)C23)[C@@H]14)C5[C@H]6OC(=O)c7ccccc7	4.5	*
CCN1C[C@H](CC1=O)N(Cc2cc(F)ccc2Cl)c3ccc(C#N)c(Cl)c3	*	5.51
CCN1C[C@H](NS(=O)(=O)C(C)C)[C@H](C1)c2ccc(cc2)c3ccc(cc3)C#N	*	6.4
CCN1C[C@H](NS(=O)(=O)C(C)C)[C@H](C1)c2ccc(cc2)c3cccc(NS(=O)(=O)C)c3	*	5.6
CCN1C[C@H]2C[C@]2(C1)c3ccc(NS(=O)(=O)c4ccc(cc4)C(C)C)cc3	*	5.9
CCN1C[C@H]2C[C@H](C[C@H]2C1)N(Cc3ccc(F)c(c3)C(F)(F)F)C(=O)c4cn(C)cn4	5.3	5.35
CCN1C[C@H]2C[C@H](C[C@H]2C1)N(Cc3cccc(OC(F)(F)F)c3)C(=O)c4cn(C)cn4	*	5.68
CCN1C[C@H]2CCCC[C@]2(C1)c3ccc(Cl)c(Cl)c3	*	5.33
CCN1C\C(=C/c2cccc(C)c2)\c3nc4ccccc4c(C(=O)O)c3C1	4.6	*
CCN1C=C(C(=O)c2ccccc12)c3nnnn3c4ccc(Cl)cc4	4.9	*
CCN1C=C(C=C(C)C1=O)[C@@]2(N=C(N)c3c(F)cc(F)cc23)c4cccc(c4)c5cncc(c5)C#CC	*	5.51
CCN1C=C(C=C(C)C1=O)[C@@]2(N=C(N)c3c(F)cccc23)c4cccc(c4)C#CC5CC5	*	5.07
CCN1C=C(C=C(C)C1=O)[C@@]2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncc(c5)C#CC	*	5.55
CCN1C=C(C=C(C)C1=O)[C@@]2(N=C(N)c3c(F)cccc23)c4cccc(NC(=O)c5ccc(Cl)cn5)c4	*	5.89
CCN1C=C(C=C(C)C1=O)C2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncc(F)c5	*	5.57
CCN1C=C(C=C(C)C1=O)C2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncnc5	*	4.82
CCN1C=C(C=C(C)C1=O)c2ccc(cc2)[C@H](C)N3CC[C@@](CC(C)(C)O)(OC3=O)c4ccccc4	4.55	*
CCN1C=C(C=CC1=O)c2ccc(cc2)[C@H](C)N3CC[C@@](CC(C)(C)O)(OC3=O)c4ccc(F)cc4	4.32	*
CCN1C=Nc2sc(C(=O)N3CCN(CC3)c4ccc(OC)cc4)c(C)c2C1=O	4.9	*
CCn1c2ccc(Cl)cc2c3nc4ccccc4nc13	4.8	*
CCn1c2ccccc2c3cc(\C=N\n4cnnc4S)ccc13	5.15	*
CCn1c2ccccc2c3cc(ccc13)\N=C/4\SC(CC(=O)Nc5ccccc5)C(=O)N4C	5.3	*
CCn1c2ccccc2c3cc(ccc13)\N=C/4\SC(CC(=O)Nc5ccccc5OC)C(=O)N4C	5.55	*
CCn1c2ccccc2c3cc(NC(=O)C(C)Oc4ccc(OC)cc4)ccc13	5.2	*
CCn1c2ccccc2c3cc(NC(=O)C\C(=N\NC(=O)c4ccccc4N)\C)ccc13	5.15	*
CCn1c2ccccc2c3cc(NC(=O)CN4CCN(C[C@@H](O)COc5ccc6sc(C)nc6c5)CC4)ccc13	4.41	*
CCn1c2ccccc2c3cc(NC(=O)CSc4nnc(c5ccc(OC)c(OC)c5)n4N)ccc13	6	*
CCn1c2ccccc2c3cc(NS(=O)(=O)c4ccccc4C)ccc13	6	*
CCn1c2ccccc2c3cnc(\N=C\N(C)C)c(C#N)c13	5.1	*
CCN1c2nc(Cl)cc(C)c2NC(=O)c3cc(CSc4cc(C)nc(C)c4)cnc13	5.09	*
CCN1c2nc(F)cc(C)c2NC(=O)c3cc(CSc4cc(C)nc(C)c4)cnc13	5	*
CCN1c2nc(F)ccc2N(C)C(=O)c3cc(CCOc4ccc(cc4C)C(=O)O)cnc13	5	*
CCN1c2nccc(C)c2NC(=O)c3cc(CSc4cc(C)nc(C)c4)cnc13	5	*
CCN1c2ncccc2N(C)C(=O)c3cc(CCOc4ccc(cc4C)C(=O)O)cnc13	4.62	*
CCn1cc(C(=O)N2CCc3ccsc3C2Cc4ccc(OC)c(OC)c4)c5ccccc15	5.52	*
CCn1cc(c2ccnc3[nH]c(cc23)c4cccc(CN(C)C)c4)c(n1)c5ccc(NC(=O)N(C)C)cc5	4.82	*
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)C7=NN(C(C)C)C(=O)O7	*	5.11
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)C7=NN(C)C(=O)O7	*	4.49
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)C7=NN(CC(=O)N)C(=O)O7	*	4.46
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)C7=NN(CC(=O)O)C(=O)O7	*	4.52
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)C7=NN(CC8CC8)C(=O)O7	*	5.26
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)C7=NN(CCN(C)C)C(=O)O7	*	5.47
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7noc(C)n7	*	5.14
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7oc(C)nn7	*	5.07
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7oc(NC)nn7	*	5.96
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7oc(nn7)N(C)C	*	5.26
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7oc(O)nn7	*	4.65
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7oc(S)nn7	*	4.98
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7oc(SC)nn7	*	5.8
CCn1cc(cn1)C2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)C7=NN(C)C(=O)O7	*	4.4
CCn1cc(cn1)C2(NC(Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)C7=NN(C)C(=O)O7	*	4.57
CCn1cc(cn1)N2CCN(Cc3nc4c5cccc(OC)c5nc(N)n4n3)[C@H](C)C2	*	4.41
CCN1CC[C@H](CNC(=O)c2c(O)c(CC)cc(Cl)c2OC)C1	4.6	*
CCN1CC=C2[C@H](C1)[C@@H](c3cocc3)C(C#N)(C#N)C(=C2C#N)N	4.95	*
CCN1CCC(CC1)c2ccc(Nc3cc(ncn3)N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)cc2	5.22	*
CCN1CCC(CC1)N(C(=O)NCc2ccc(F)cc2)c3ccc(Cl)cc3	*	5.18
CCN1CCC(CC1)N(C(=O)NCc2ccc(F)cc2)c3ccc(Cl)cn3	*	5.04
CCN1CCC(CC1)Nc2ccc3NC(=O)C(=C(c4cc(F)cc(F)c4)c5nc(C)c[nH]5)c3c2	5	*
CCN1CCC(CC1)Nc2ccc3NC(=O)C(=C(c4cc(F)cc(F)c4)c5nc6ccccc6[nH]5)c3c2	5.22	*
CCN1CCC(CC1)Nc2ccc3NC(=O)C(=C(c4ccc(C)cc4)c5nc6ccccc6[nH]5)c3c2	4.92	*
CCN1CCC(CC1)Nc2ccc3NC(=O)C(=C(c4ccc(Cl)cc4)c5ncc[nH]5)c3c2	*	5.47
CCN1CCC(CC1)Nc2ccc3NC(=O)C(=C(c4ccc(OC)cc4)c5nc6ccccc6[nH]5)c3c2	5.05	*
CCN1CCC(CC1)Nc2ccc3NC(=O)C(=C(c4cccc(F)c4)c5nc(C)c[nH]5)c3c2	4.6	*
CCN1CCC(CC1)Nc2ccc3NC(=O)C(=C(c4cccc(F)c4)c5nc6ccccc6[nH]5)c3c2	5.4	*
CCN1CCC(CC1)Nc2ccc3NC(=O)C(=C(c4cccc(F)c4)c5ncc[nH]5)c3c2	4.64	*
CCN1CCC(CC1)Nc2ccc3NC(=O)C(=C(c4ccccc4)c5nc6cc(OC)ccc6[nH]5)c3c2	5.25	*
CCN1CCC(CC1)Nc2ccc3NC(=O)C(=C(c4ccccc4)c5nc6ccccc6[nH]5)c3c2	5.52	*
CCN1CCC(CC1)Nc2ccc3NC(=O)C(=C(c4ccccc4)c5ncc[nH]5)c3c2	4.6	*
CCN1CCC(CC1)Nc2ccc3NC(=O)C(=C(c4ccccc4F)c5nc(C)c[nH]5)c3c2	4.59	*
CCn1ccc(NC(=O)c2cc(O[C@@H](C)CO)cc(Oc3ccc(cc3)C(=O)N4CCC4)c2)n1	*	4.27
CCN1CCC[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1	*	5.68
