smiles	CYP3A4	hERG_pIC50
CCN(CC)[C@@H](CC(C)C)c1cccc(F)c1N2CCN(CC2)C(=O)[C@@H](Cc3ccc(Cl)cc3Cl)N4CCCC4=O	5.57	*
CCN(CC)[C@H](C)[C@@H](c1ccc2cc(OCC(C)(C)C(=O)O)ccc2c1)n3ccnc3	6.24	*
CCN(CC)[C@H](C)[C@@H](c1ccc2cc(OCC3(CCCC3)C(=O)O)ccc2c1)n4ccnc4	6	*
CCN(CC)C(=O)[C@@H](C)N1Cc2nc(C)c(CN)c(c3ccc(Cl)cc3Cl)c2C1=O	5.02	*
CCN(CC)C(=O)C1=C(C)N=C(S)NC1c2cn(nc2c3ccc(Cl)cc3)c4ccccc4	5.15	*
CCN(CC)C(=O)C1=Cc2cccc(CC=C)c2OC1=O	4.95	*
CCN(CC)C(=O)c1cc(cs1)C2=CC3(CCNCC3)Oc4ccccc24	*	5.46
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc4ccccc24)c(C)c1	*	5.37
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc4ccccc24)c(F)c1	*	6.38
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc4ccccc24)c(O)c1	*	4.25
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2C[C@@H](C)N(CC=C)C[C@@H]2C)c3cccc(O)c3	4.9	*
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2C[C@@H](C)N(CC=C)C[C@@H]2C)c3cccc(OC)c3	5.3	*
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2C[C@@H](C)N(CC=C)C[C@@H]2C)c3ccccc3	5.6	*
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2C[C@@H](C)N(CC=C)C[C@H]2C)c3cccc(OC)c3	5.7	*
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccc(F)cc3)CC2)c4cccc(NC(=O)C5CC5)c4	*	4.96
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccccn3)CC2)c4cccc(NC(=O)C5CC5)c4	*	4.7
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3cccnc3)CC2)c4cccc(NC(=O)OC)c4	*	4.96
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3cncs3)CC2)c4cccc(NC(=O)OC)c4	*	4.85
CCN(CC)C(=O)c1ccc(cc1)[C@@H]2CC3(CCNCC3)Oc4ccccc24	*	4.73
CCN(CC)C(=O)c1ccc(cc1)[C@H]2CC3(CCNCC3)Oc4ccccc24	*	5.6
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4ccc(NC(=O)C)cc4	*	5.89
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4ccc(NC(=O)OC)cc4	*	6.05
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4cccc(NC(=O)C)c4	*	5.52
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4cccc(NC(=O)OC)c4	*	5.96
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4ccccc4NC(=O)OC	*	5.33
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4ccccn4	*	5.41
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4cccnc4	*	5.89
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3cscn3)CC2)c4ccccn4	*	4.8
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3cccc(F)c3	*	5.52
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3ccccn3	*	4.48
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCCNC3)Oc4ccccc24	*	4.9
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCCNCC3)Oc4ccccc24	*	4.93
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCN(C)CC3)Oc4ccccc24	*	6.12
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCN(CC)CC3)Oc4ccccc24	*	5.74
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCN(CC3)C(=O)C)Oc4ccccc24	*	4.32
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCNC3)Oc4ccccc24	*	5.19
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4c(O)cccc24	*	4.74
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4cc(O)ccc24	*	4.22
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4ccc(O)cc24	*	4.7
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4cccc(O)c24	*	4.11
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4ccccc24	*	5.1
CCN(CC)C(=O)c1ccc(cc1)C2CC3(CCNCC3)Oc4ccccc24	*	5.29
CCN(CC)C(=O)c1ccc(cc1C)C2=CC3(CCNCC3)Oc4ccccc24	*	5.35
CCN(CC)C(=O)c1ccc(cc1F)C2=CC3(CCNCC3)Oc4ccccc24	*	5.42
CCN(CC)C(=O)c1ccc(cc1O)C2=CC3(CCNCC3)Oc4ccccc24	*	4.68
CCN(CC)C(=O)c1ccc(cn1)C2=CC3(CCNCC3)Oc4ccccc24	*	4.36
CCN(CC)C(=O)c1ccc(nc1)C2=CC3(CCNCC3)Oc4ccccc24	*	4.15
CCN(CC)C(=O)c1ccc(s1)C2=CC3(CCNCC3)Oc4ccccc24	*	5.9
CCN(CC)C(=O)c1cccc(c1)C2=CC3(CCNCC3)Oc4ccccc24	*	6.52
CCN(CC)C(=O)c1cccc(NC(=O)Nc2ccc(cc2)c3ccnc4[nH]cnc34)c1	7.33	*
CCN(CC)C(=O)c1ccccc1C2=CC3(CCNCC3)Oc4ccccc24	*	5.19
CCN(CC)C(=O)C1CCCN(C1)C(=O)CC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2	*	4.8
CCN(CC)C(=O)C1CCCN(C1)c2ccc(cc2\C=N\NC(=O)c3ccc(cc3)[N+](=O)[O-])[N+](=O)[O-]	5.55	*
CCN(CC)C(=O)C1CCN(CC1)S(=O)(=O)c2ccc3oc4ccccc4c3c2	5.4	*
CCN(CC)C(=O)c1oc(cc1)C2=CC3(CCNCC3)Oc4ccccc24	*	5.29
CCN(CC)C(=O)CCN1Cc2nc(C)c(CN)c(c3ccc(Cl)cc3Cl)c2C1=O	5.08	*
CCN(CC)C(=O)CCNS(=O)(=O)c1ccc(C)cc1	4.6	*
CCN(CC)C(=O)Cn1cc(\C=C(/C#N)\C(=O)N2CCN(CC2)c3ccccc3)c4ccccc14	6.05	*
CCN(CC)C(=O)CN1Cc2nc(C)c(CN)c(c3ccc(Cl)cc3Cl)c2C1=O	5.18	*
CCN(CC)C(=O)CSC1=NC(=CC(=O)N1CC)O	4.85	*
CCN(CC)C(=O)CSc1nnc(c2cc3ccccc3cc2O)n1CC	5.1	*
CCN(CC)C(=O)CSc1oc(CNc2ccc(F)cc2)nn1	4.6	*
CCN(CC)C(=O)N[C@@H]1C[C@@H]2[C@H](Cc3c[nH]c4cccc2c34)N(C)C1	5.2	*
CCN(CC)C(=O)N[C@@H]1CN(C)[C@H]2Cc3c[nH]c4cccc(C2=C1)c34	5.3	*
CCN(CC)C(=O)N[C@H]1C[C@@H]2[C@H](Cc3c[nH]c4cccc2c34)N(C)C1	5	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CC(=O)OC)C(=O)N(C)C3=O	4.9	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CC(=O)OC)C(=O)N(CC(=O)OC)C3=O	5	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CC(=O)OC)C(=O)N(CC)C3=O	5.2	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CC(=O)OC)C(=O)NC3=O	4.9	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CC5CC5)C(=O)N(C)C3=O	5	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CC5CC5)C(=O)N(C3=O)c6ccccc6	5.5	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CC5CC5)C(=O)N(CC(=O)OC)C3=O	5.1	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CC5CC5)C(=O)N(CC)C3=O	5.4	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CC5CC5)C(=O)NC3=O	5	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\Cc5ccccc5)C(=O)N(C3=O)c6ccccc6	5.6	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\Cc5ccccc5)C(=O)N(CC(=O)OC)C3=O	5.3	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\Cc5ccccc5)C(=O)N(CC)C3=O	5.5	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\Cc5ccccc5)C(=O)NC3=O	5.3	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CCc5c[nH]c6ccccc56)C(=O)N(C)C3=O	5.9	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CCc5c[nH]c6ccccc56)C(=O)N(CC(=O)OC)C3=O	5.7	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CCc5c[nH]c6ccccc56)C(=O)N(CC)C3=O	5.9	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CCc5c[nH]c6ccccc56)C(=O)NC3=O	5.6	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CCOC)C(=O)N(C)C3=O	5	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CCOC)C(=O)N(CC(=O)OC)C3=O	5	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CCOC)C(=O)N(CC)C3=O	5.1	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CCOC)C(=O)NC3=O	5	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N/CC(=O)OC)C(=O)N(C)C3=O	5	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N/CC(=O)OC)C(=O)N(C3=O)c6ccccc6	5.5	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N/CC6CC6)C(=O)N(C3=O)c7ccccc7	5.6	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N/CCc6c[nH]c7ccccc67)C(=O)N(C)C3=O	5.9	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N/CCc6c[nH]c7ccccc67)C(=O)N(CC)C3=O	5.7	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N/CCc6c[nH]c7ccccc67)C(=O)NC3=O	5.7	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N/CCOC)C(=O)N(C)C3=O	5.1	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N/CCOC)C(=O)NC3=O	5.2	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N\CC(=O)OC)C(=O)N(CC(=O)OC)C3=O	5.3	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N\CC(=O)OC)C(=O)NC3=O	5.2	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N\CC6CC6)C(=O)N(C)C3=O	5.4	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N\CC6CC6)C(=O)N(CC(=O)OC)C3=O	5.7	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N\CC6CC6)C(=O)N(CC)C3=O	5.3	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N\CC6CC6)C(=O)NC3=O	5.7	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N\CCc6c[nH]c7ccccc67)C(=O)N(C3=O)c8ccccc8	5.2	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N\CCc6c[nH]c7ccccc67)C(=O)N(CC(=O)OC)C3=O	5.6	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N\CCOC)C(=O)N(CC(=O)OC)C3=O	5.2	*
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N\CCOC)C(=O)N(CC)C3=O	5.3	*
CCN(CC)C(=S)SCC(=C)Cl	5	*
CCN(CC)C(=S)SSC(=S)N(CC)CC	4.8	*
CCN(CC)C(c1cccc(Nc2ccnc3cc(Cl)ccc23)c1)c4nnnn4C(C)(C)C	8.22	*
CCN(CC)C[C@@H]1CCCCN1CC(=O)N2c3ccccc3C(=O)Nc4cccnc24	4.9	*
CCN(CC)C1(CNC(=O)N2CCC(CC2)c3onc(n3)c4ccc5ccccc5n4)CCCC1	*	5.03
CCN(CC)c1cc(cc(COCC2(CCN(C)CC2)c3ccc(F)cc3)n1)C(F)(F)F	*	4.85
CCN(CC)c1ccc(\C=C\c2nc3ccccc3s2)cc1	4.95	*
CCN(CC)c1ccc(\C=N\N2CCN(Cc3ccc(C)cc3)CC2)c(O)c1	5.9	*
CCN(CC)c1ccc(\C=N\NC(=O)c2ccc(O)cc2)cc1	5.2	*
CCN(CC)c1ccc(\C=N\NC(=S)NCc2ccccc2)cc1	4.95	*
CCN(CC)c1ccc(\C=N\Nc2nc(C)cc(O)n2)cc1	4.85	*
CCN(CC)c1ccc(cc1)C(=O)OCC2=CC(=O)Oc3cc(O)ccc23	5.2	*
CCN(CC)c1ccc(cc1)N2C(=S)S\C(=C/c3cccnc3)\C2=O	5.25	*
CCN(CC)c1ccc(N)cc1	4.6	*
CCN(CC)c1ccc(NC(=O)C2(CCc3cccc(OC)c3C2)N(C)C(=O)OCC(C)C)cc1	*	5.22
CCN(CC)c1ccc(NC(=O)CN2CCN(CC2)c3ccccc3F)cc1	4.8	*
CCN(CC)c1ccc(NC(=O)CSc2nnc3nc(C)cc(C)n23)cc1	4.4	*
CCN(CC)c1ccc2C(=C(Br)C(=O)Oc2c1)Cl	5.1	*
CCN(CC)c1ccc2C(=CC(=O)Oc2c1)C	4.7	*
CCN(CC)c1ccc2C(=CC(=O)Oc2c1)Cl	4.6	*
CCN(CC)c1ccc2C(C(=C(N)Oc2c1)C#N)c3cccnc3	6.05	*
CCN(CC)c1ccc2C=C(C(=O)NCCCCN3CCC(CC3)Nc4nc5ccccc5n4Cc6ccc(F)cc6)C(=O)Oc2c1	*	6.36
CCN(CC)c1cccc(O)c1	4.5	*
CCN(CC)c1ncnc2c1sc3nc(C)cc(C)c23	4.9	*
CCN(CC)CC#CCOC(=O)[C@@](O)(C1CCCCC1)c2ccccc2	*	4.92
CCN(CC)CC#CCOC(=O)[C@](O)(C1CCCCC1)c2ccccc2	4.9	*
CCN(CC)CC(=O)N[C@@H]1CC[C@H]([C@@H](C1)c2ccc(Br)cc2)C(=O)NC(c3ccc(F)cc3)c4ccc(F)cc4	*	6.11
CCN(CC)CC(=O)Nc1c(C)cccc1C	5.7	*
CCN(CC)Cc1c(O)ccc2C(=O)C(=COc12)Oc3ccccc3OC	4.6	*
CCN(CC)Cc1ccc(cc1)C(=O)Nc2ccc(cc2)c3cn(C)c4c(CN5C[C@H]6N([C@@H](Cc7ccc(O)cc7)C5=O)C(=O)CN(CC=C)N6C(=O)NCc8ccccc8)cccc34	5.65	*
CCN(CC)Cc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1O	*	5.41
CCN(CC)Cc1ccc2C[C@H](CCc2c1)N3CCN(CCc4ccc(Cl)cc4)CC3=O	*	5.48
CCN(CC)Cc1ccc2C[C@H](CCc2c1)N3CCN(CCc4ccc(F)cc4)CC3=O	*	5.09
CCN(CC)Cc1ccc2C[C@H](CCc2c1)N3CCN(CCc4cccc(c4)C(F)(F)F)CC3=O	*	5.77
CCN(CC)Cc1ccc2C[C@H](CCc2c1)N3CCN(CCC4CCCCC4)CC3=O	*	5.48
CCN(CC)Cc1ccc2C[C@H](CCc2c1)N3CCN(CCC4CCCS4)CC3=O	*	4.88
CCN(CC)Cc1csc(n1)c2cn(CC3CCOCC3)c4c(F)cccc24	*	6.1
CCN(CC)Cc1nc(O)c2c(n1)c3ccccc3CC24CCCC4	4.85	*
CCN(CC)CCC[C@H](C)Nc1c2ccc(Cl)cc2nc3ccc(OC)cc13	5.1	*
CCN(CC)CCCC(C)n1c(nc2c(nc(C)nc12)N(CCOC)CCOC)c3ccccc3	5	*
CCN(CC)CCCC(C)n1c(nc2c(nc(C)nc12)N3CCOCC3)c4ccccc4	4.8	*
CCN(CC)CCCC(C)n1c(nc2c(NC3CCCCC3)nc(C)nc12)c4ccccc4	4.9	*
CCN(CC)CCCC(C)n1c(nc2c(NCc3ccccc3)nc(C)nc12)c4ccccc4	5.3	*
CCN(CC)CCCC(C)n1c(nc2c(NCCOC)nc(C)nc12)c3ccccc3	4.7	*
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12	*	5.13
CCN(CC)CCCc1cc(CCCOC)cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@]34OCc5cc(F)c(F)cc45)c1Cl	5.24	4.92
CCN(CC)CCCCCCCCOC(=O)c1cc(OC)c(OC)c(OC)c1	5	*
CCN(CC)CCCCn1c(nc2c(nc(C)nc12)N(CCOC)CCOC)c3ccccc3	4.9	*
CCN(CC)CCCCn1c(nc2c(nc(C)nc12)N3CCOCC3)c4ccccc4	5.1	*
CCN(CC)CCCCn1c(nc2c(NC3CCCCC3)nc(C)nc12)c4ccccc4	4.6	*
CCN(CC)CCCCn1c(nc2c(NCc3ccccc3)nc(C)nc12)c4ccccc4	5.1	*
CCN(CC)CCCCNc1oc(nn1)c2ccc(NC(=O)c3ccccc3F)cc2	*	4.7
CCN(CC)CCCN(Cc1cc2ccc(C)c(C)c2nc1O)C(=O)NC3CCCCC3	5.55	*
CCN(CC)CCCN(Cc1ccc(cc1)c2ccc(Cl)cc2)C(=O)CN3C=C(Cc4cnn(C)c4)C(=O)N=C3SCc5ccc(F)cc5	5.7	*
CCN(CC)CCCn1c(nc2c(nc(C)nc12)N(CCOC)CCOC)c3ccccc3	4.7	*
CCN(CC)CCCn1c(nc2c(NCc3ccccc3)nc(C)nc12)c4ccccc4	5	*
CCN(CC)CCCNC(=O)C1CCC(=O)N(C1c2ccc(F)cc2)c3ccc(OC)cc3	4.8	*
CCN(CC)CCCNc1oc(nn1)c2ccc(NC(=O)c3ccccc3F)cc2	*	4.9
CCN(CC)CCN(C)c1ccc(cc1)N2C=CC(=CC2=O)OCc3ccccc3	*	8.77
CCN(CC)CCN(Cc1ccc(cc1)c2ccc(cc2)C(F)(F)F)C(=O)CN3C(=C(C)C(=O)N=C3SCc4ccc(F)cc4)C	4.66	*
CCN(CC)CCN(Cc1ccc(cc1)c2ccc(cc2)C(F)(F)F)C(=O)CN3C(=CC(=O)N=C3SCc4ccc(F)cc4)C	4.66	*
CCN(CC)CCN(Cc1ccc(cc1)c2ccc(cc2)C(F)(F)F)C(=O)CN3C=C(Br)C(=O)N=C3SCc4ccc(F)cc4	4.41	*
CCN(CC)CCN(Cc1ccc(cc1)c2ccc(cc2)C(F)(F)F)C(=O)CN3C=C(C)C(=O)N=C3SCc4ccc(F)cc4	4.77	*
CCN(CC)CCN(Cc1ccc(cc1)c2ccc(cc2)C(F)(F)F)C(=O)CN3C=C(CC)C(=O)N=C3SCc4ccc(F)cc4	4.96	*
CCN(CC)CCN(Cc1ccc(cc1)c2ccc(cc2)C(F)(F)F)C(=O)CN3C=C(Cc4cnn(C)c4)C(=O)N=C3SCc5ccc(F)cc5	5	*
CCN(CC)CCN(Cc1ccc(cc1)c2ccc(cc2)C(F)(F)F)C(=O)CN3C=C(Cl)C(=O)N=C3SCc4ccc(F)cc4	4.54	*
CCN(CC)CCN(Cc1ccc(cc1)c2ccc(cc2)C(F)(F)F)C(=O)CN3C=C(SC)C(=O)N=C3SCc4ccc(F)cc4	4.82	*
CCN(CC)CCN(Cc1ccc(cc1)c2ccc(cc2)C(F)(F)F)C(=O)CN3C4=C(CCC4)C(=O)N=C3SCc5ccc(F)cc5	4.57	*
CCN(CC)CCN(Cc1ccc(cc1)c2ccc(cc2)C(F)(F)F)C(=O)CN3C4=C(CCCC4)C(=O)N=C3SCc5ccc(F)cc5	5	*
CCN(CC)CCN(Cc1ccc(cc1)c2ccc(Cl)cc2)C(=O)CN3C=C(C)C(=O)N=C3SCc4ccc(F)cc4	4.89	*
CCN(CC)CCN(Cc1ccc(cc1)c2ccc(Cl)cc2)C(=O)CN3C=C(CC)C(=O)N=C3SCc4ccc(F)cc4	5.16	*
CCN(CC)CCN(Cc1ccc(cc1)c2ccc(Cl)cc2)C(=O)CN3C=C(Cc4cnn(C)c4)C(=O)N=C3SCc5ccc(F)cc5	5.3	*
CCN(CC)CCN(Cc1ccc(cc1)c2ccc(Cl)cc2)C(=O)CN3C4=C(CCC4)C(=O)N=C3SCc5ccc(F)cc5	4.75	*
CCN(CC)CCN(Cc1ccc(cc1)c2ccc(Cl)cc2)C(=O)CN3C4=C(CCCC4)C(=O)N=C3SCc5ccc(F)cc5	5.3	*
CCN(CC)CCN(CCN(CC)CC)c1ccc(NC(=O)c2cn(C)c3c(CN4CC5N(C(Cc6ccc(O)cc6)C4=O)C(=O)CN(CC=C)N5C(=O)NCc7ccccc7)cccc23)cn1	5.27	*
CCN(CC)CCN[C@@H](CC(C)C)c1cc(F)ccc1N2CCN(CC2)C(=O)[C@@H](Cc3ccc(Cl)cc3Cl)N4CCCC4=O	4.43	*
CCN(CC)CCN1C(=S)Nc2cc3OCOc3cc2C1=O	4.85	*
CCN(CC)CCN1C(C(=C(O)C1=O)C(=O)c2ccc(OC)cc2)c3cccs3	4.75	*
CCN(CC)CCn1c(nc2c(NC3CCCCC3)nc(C)nc12)c4ccccc4	4.8	*
CCN(CC)CCn1c(nc2c(NCc3ccccc3)nc(C)nc12)c4ccccc4	4.9	*
CCN(CC)CCn1c(nc2c(NCCOC)nc(C)nc12)c3ccccc3	4.9	*
CCN(CC)CCN1c2ccccc2Sc3ccc4ccccc4c13	5.4	*
CCN(CC)CCN1CCN(C1=O)c2cccc(Cl)c2	*	5.5
CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C	*	5
CCN(CC)CCNC(=O)C1CCC(=O)N(C1c2ccc(F)cc2)c3ccc(OC)cc3	4.65	*
CCN(CC)CCNC(=O)c1ccc(Cl)c(c1)S(=O)(=O)Nc2ccccc2OC	4.85	*
CCN(CC)CCNC(=O)c1ccc(NC(=O)C)cc1	*	4
CCN(CC)CCNC(=O)c1cn(C)c2c(CN3C[C@@H]4N(N(CC=C)CC(=O)N4[C@@H](Cc5ccc(O)cc5)C3=O)C(=O)NCc6ccccc6)cccc12	5.44	*
CCN(CC)CCNc1ccc(cc1)N2C=CC(=CC2=O)OCc3ccccc3	*	8.16
CCN(CC)CCNc1ccc(CO)c2Sc3ccccc3C(=O)c12	4.9	*
CCN(CC)CCNc1ccc(NC(=O)c2cn(C)c3c(CN4CC5N([C@@H](Cc6ccc(O)cc6)C4=O)C(=O)CN(CC=C)N5C(=O)NCc7ccccc7)cccc23)cn1	5.34	*
CCN(CC)CCO[C@H]1CC[C@]2(C)[C@@H]3CC[C@@]4(C)[C@H](CCC4=O)[C@@H]3CC=C2C1	4.8	*
CCN(CC)CCOC(=O)[C@H](C[C@@H]1CCCO1)Cc2cccc3ccccc23	6.1	*
CCN(CC)CCOC(=O)[C@H](C1CCCCC1)c2ccccc2	5.5	*
CCN(CC)CCOC(=O)C(CC1CCCO1)Cc2cccc3ccccc23.OC(=O)C(=O)O	6	*
CCN(CC)CCOC(=O)C1(CCCC1)c2ccc(cc2)[N+](=O)[O-]	4.7	*
CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2	5.3	4.69
CCN(CC)CCOC(=O)c1cc(Cl)c(N)cc1OC	4.5	*
CCN(CC)CCOc1cc(c(Cl)cc1Cl)c2nc(SC)nc3[nH]cc(C#N)c23	*	5.77
CCN(CC)CCOc1cc(c(Cl)cc1Cl)c2nc(SCC(=O)NC)nc3[nH]cc(C#N)c23	*	4.75
CCN(CC)CCOc1ccc(cc1)\C(=C(/Cl)\c2ccccc2)\c3ccccc3	*	6.74
CCN(CC)CCOc1ccc(cc1)N2C=CC(=CC2=O)OCc3ccccc3	*	8.01
